Company_Period,Label,Confidence,x_min,y_min,x_max,y_max
BPCL_3331-3420,Descending Triangle,0.5648143092546688,2013-05-11,255.95,2013-09-10,428.3
BPCL_3421-3510,No Pattern Detected,0.0,,,,
BPCL_3511-3600,Triple Bottom Reversal,0.47175548229303343,2014-01-30,339.65,2014-02-20,370.8
BPCL_3601-3690,Cup and Handle,0.1,2014-07-11,556.5,2014-10-16,722.85
BPCL_3691-3780,Ascending Triangle,0.4207234430597018,2014-11-11,625.0,2015-02-27,785.0
BPCL_3781-3870,Triple Bottom Reversal,0.6876424343025879,2015-04-27,720.35,2015-05-12,792.4
BPCL_3871-3960,No Pattern Detected,0.0,,,,
BPCL_3961-4050,Triple Bottom Reversal,0.7797026242771431,2016-02-23,731.15,2016-03-02,815.0
BPCL_4051-4140,No Pattern Detected,0.0,,,,
BPCL_4141-4230,Double Top,0.3517915872863067,2016-10-27,665.15,2016-11-01,680.25
BPCL_4231-4320,Ascending Triangle,0.38854941648802743,2017-02-09,615.25,2017-05-08,753.55
BPCL_4321-4410,No Pattern Detected,0.0,,,,
BPCL_4411-4500,Double Top,0.7288436399074987,2017-12-19,526.05,2017-12-26,542.5
BPCL_4501-4590,No Pattern Detected,0.0,,,,
BPCL_4591-4680,Symmetrical Triangle,0.5924824655960005,2018-06-13,238.55,2018-10-17,429.15
BPCL_4681-4770,Symmetrical Triangle,0.5760918148140655,2018-12-21,312.05,2019-02-26,376.5
BPCL_4771-4860,Head and Shoulders,0.9,2019-05-27,388.85,2019-06-07,421.7
BPCL_4861-4950,No Pattern Detected,0.0,,,,
BPCL_4951-5040,Descending Triangle,0.37364202029261734,2019-11-29,252.0,2020-04-03,518.45
BPCL_5041-5130,No Pattern Detected,0.0,,,,
BPCL_5131-5220,Ascending Triangle,0.1839550854154205,2020-08-25,325.0,2020-12-22,436.0
ASIANPAINT_1-90,Head and Shoulders,0.9,2000-02-04,431.5,2000-02-11,481.0
ASIANPAINT_91-180,Double Top,0.6681266663517277,2000-07-26,430.0,2000-08-01,474.8
ASIANPAINT_181-270,No Pattern Detected,0.0,,,,
ASIANPAINT_271-360,No Pattern Detected,0.0,,,,
ASIANPAINT_361-450,Cup and Handle,0.1,2001-07-12,240.0,2001-10-17,278.0
ASIANPAINT_451-540,Triple Bottom Reversal,0.6676381009000234,2002-01-01,255.05,2002-01-31,280.9
ASIANPAINT_541-630,Inverse Head and Shoulders,0.8999999999999996,2002-05-20,280.1,2002-06-10,322.0
ASIANPAINT_631-720,Descending Triangle,0.3880410639351961,2002-07-10,302.0,2002-11-18,379.0
ASIANPAINT_721-810,Triple Bottom Reversal,0.6423225526082966,2003-02-24,310.0,2003-03-05,326.95
ASIANPAINT_811-900,Ascending Triangle,0.17268137124634983,2003-07-08,365.7,2003-08-06,415.0
ASIANPAINT_901-990,Triple Bottom Reversal,0.7257826747092767,2003-10-23,273.0,2003-10-31,299.9
ASIANPAINT_991-1080,No Pattern Detected,0.0,,,,
ASIANPAINT_1081-1170,No Pattern Detected,0.0,,,,
ASIANPAINT_1171-1260,No Pattern Detected,0.0,,,,
ASIANPAINT_1261-1350,No Pattern Detected,0.0,,,,
ASIANPAINT_1351-1440,Triple Bottom Reversal,0.5101075296418965,2005-06-02,384.95,2005-06-20,400.0
ASIANPAINT_1441-1530,Triple Bottom Reversal,0.47927555028686025,2005-10-28,453.05,2005-11-14,525.0
ASIANPAINT_1531-1620,Descending Triangle,0.4484030515751126,2006-02-06,500.0,2006-06-15,800.0
ASIANPAINT_1621-1710,No Pattern Detected,0.0,,,,
ASIANPAINT_1711-1800,No Pattern Detected,0.0,,,,
ASIANPAINT_1801-1890,Ascending Triangle,0.6412382577160257,2007-06-01,799.0,2007-07-13,951.55
ASIANPAINT_1891-1980,No Pattern Detected,0.0,,,,
ASIANPAINT_1981-2070,Symmetrical Triangle,0.5779955237978618,2008-01-08,903.0,2008-04-01,1319.95
ASIANPAINT_2071-2160,No Pattern Detected,0.0,,,,
ASIANPAINT_2161-2250,Descending Triangle,0.7544072941165378,2008-08-13,825.5,2008-12-26,1299.9
ASIANPAINT_2251-2340,Triple Bottom Reversal,0.3177196251312846,2009-03-12,700.05,2009-03-20,765.0
ASIANPAINT_2341-2430,No Pattern Detected,0.0,,,,
ASIANPAINT_2431-2520,Ascending Triangle,0.6683848137154229,2009-12-18,1560.0,2010-02-05,1995.0
ASIANPAINT_2521-2610,Symmetrical Triangle,0.3505115542897381,2010-05-14,2011.65,2010-06-17,2398.0
ASIANPAINT_2611-2700,Double Top,0.49803043742733055,2010-09-20,2726.6,2010-09-24,2878.5
ASIANPAINT_2701-2790,Symmetrical Triangle,0.516302670405221,2010-11-02,2364.0,2011-03-03,3027.3
ASIANPAINT_2791-2880,Ascending Triangle,0.49217028441743293,2011-06-01,2901.0,2011-07-12,3368.8
ASIANPAINT_2881-2970,Head and Shoulders,0.9,2011-08-25,3191.7,2011-09-05,3327.9
ASIANPAINT_2971-3060,No Pattern Detected,0.0,,,,
ASIANPAINT_3061-3150,No Pattern Detected,0.0,,,,
ASIANPAINT_3151-3240,Symmetrical Triangle,0.5126466292252746,2012-11-08,3832.0,2012-12-20,4497.5
ASIANPAINT_3241-3330,No Pattern Detected,0.0,,,,
ASIANPAINT_3331-3420,Symmetrical Triangle,0.5134597353599281,2013-05-07,373.4,2013-09-10,5247.75
ASIANPAINT_3421-3510,No Pattern Detected,0.0,,,,
ASIANPAINT_3511-3600,No Pattern Detected,0.0,,,,
ASIANPAINT_3601-3690,No Pattern Detected,0.0,,,,
ASIANPAINT_3691-3780,No Pattern Detected,0.0,,,,
ASIANPAINT_3781-3870,No Pattern Detected,0.0,,,,
ASIANPAINT_3871-3960,No Pattern Detected,0.0,,,,
ASIANPAINT_3961-4050,No Pattern Detected,0.0,,,,
ASIANPAINT_4051-4140,Triple Bottom Reversal,0.7936574493134972,2016-05-02,860.65,2016-05-10,913.9
ASIANPAINT_4141-4230,Double Top,0.7079938771552041,2016-10-06,1180.8,2016-10-13,1227.3
ASIANPAINT_4231-4320,Ascending Triangle,0.7830143977716664,2017-03-16,1033.7,2017-05-08,1173.0
ASIANPAINT_4321-4410,Triple Bottom Reversal,0.8069770032703539,2017-07-04,1106.8,2017-07-14,1215.45
ASIANPAINT_4411-4500,Double Bottom,0.455510635639101,2017-12-15,1110.0,2017-12-20,1149.5
ASIANPAINT_4501-4590,No Pattern Detected,0.0,,,,
ASIANPAINT_4591-4680,Descending Triangle,0.5814539549836375,2018-07-24,1180.9,2018-10-17,1490.6
ASIANPAINT_4681-4770,No Pattern Detected,0.0,,,,
ASIANPAINT_4771-4860,Head and Shoulders,0.9,2019-03-28,1473.5,2019-04-04,1529.85
ASIANPAINT_4861-4950,No Pattern Detected,0.0,,,,
ASIANPAINT_4951-5040,Double Top,0.6189491033812365,2020-02-19,1767.0,2020-03-11,1915.9
ASIANPAINT_5041-5130,Triple Bottom Reversal,0.3502557703780457,2020-05-18,1482.95,2020-06-17,1744.0
ASIANPAINT_5131-5220,Triple Bottom Reversal,0.7854030676661942,2020-08-31,1881.25,2020-09-24,2069.95
HEROMOTOCO_1-90,Descending Triangle,0.7491562679083219,2000-01-20,750.0,2000-05-15,1300.0
HEROMOTOCO_91-180,Double Top,0.2603275562065679,2000-07-27,972.5,2000-07-31,1085.0
HEROMOTOCO_181-270,No Pattern Detected,0.0,,,,
HEROMOTOCO_271-360,Head and Shoulders,0.9,2001-02-21,680.0,2001-03-13,940.7
HEROMOTOCO_361-450,Triple Bottom Reversal,0.4707100805379997,2001-06-27,140.0,2001-07-11,152.0
HEROMOTOCO_451-540,Triple Bottom Reversal,0.700150843566557,2001-11-08,228.1,2001-12-24,286.8
HEROMOTOCO_541-630,Descending Triangle,0.7023000580543501,2002-03-05,286.45,2002-07-08,392.0
HEROMOTOCO_631-720,No Pattern Detected,0.0,,,,
HEROMOTOCO_721-810,Descending Triangle,0.455729056940854,2002-11-26,195.1,2003-03-28,299.45
HEROMOTOCO_811-900,Triple Bottom Reversal,0.1507815431668026,2003-04-09,180.05,2003-04-24,208.0
HEROMOTOCO_901-990,Triple Bottom Reversal,0.26416325510574024,2003-08-20,245.0,2003-09-18,308.0
HEROMOTOCO_991-1080,Ascending Triangle,0.7570167832142674,2004-02-20,438.0,2004-04-22,544.4
HEROMOTOCO_1081-1170,No Pattern Detected,0.0,,,,
HEROMOTOCO_1171-1260,Triple Bottom Reversal,0.782155202636844,2004-10-25,412.1,2004-11-05,442.0
HEROMOTOCO_1261-1350,No Pattern Detected,0.0,,,,
HEROMOTOCO_1351-1440,Triple Bottom Reversal,0.5513897941731609,2005-06-06,536.0,2005-06-20,564.0
HEROMOTOCO_1441-1530,No Pattern Detected,0.0,,,,
HEROMOTOCO_1531-1620,Double Top,0.6466963899729646,2006-03-10,819.1,2006-03-21,939.8
HEROMOTOCO_1621-1710,No Pattern Detected,0.0,,,,
HEROMOTOCO_1711-1800,No Pattern Detected,0.0,,,,
HEROMOTOCO_1801-1890,No Pattern Detected,0.0,,,,
HEROMOTOCO_1891-1980,Double Top,0.3277768040391281,2007-10-23,722.95,2007-10-29,768.0
HEROMOTOCO_1981-2070,No Pattern Detected,0.0,,,,
HEROMOTOCO_2071-2160,Triple Bottom Reversal,0.8105119488873672,2008-07-03,632.5,2008-07-16,762.0
HEROMOTOCO_2161-2250,Triple Bottom Reversal,0.41134473534396887,2008-11-06,700.55,2008-11-20,765.0
HEROMOTOCO_2251-2340,Triple Bottom Reversal,0.5241246451496733,2009-01-07,751.25,2009-01-20,849.9
HEROMOTOCO_2341-2430,Ascending Triangle,0.5311698817783814,2009-07-20,1344.0,2009-09-22,1765.0
HEROMOTOCO_2431-2520,Descending Triangle,0.538064067544076,2009-11-27,1495.0,2010-02-05,1777.1
HEROMOTOCO_2521-2610,Triple Bottom Reversal,0.6613094805338323,2010-02-19,1643.35,2010-03-04,1819.75
HEROMOTOCO_2611-2700,No Pattern Detected,0.0,,,,
HEROMOTOCO_2701-2790,Symmetrical Triangle,0.2198434988307082,2010-11-23,1375.75,2011-03-03,2061.9
HEROMOTOCO_2791-2880,Ascending Triangle,0.24321051284633166,2011-05-26,1708.5,2011-07-12,1949.0
HEROMOTOCO_2881-2970,Symmetrical Triangle,0.22630926690136233,2011-09-09,1904.35,2011-11-24,2249.7
HEROMOTOCO_2971-3060,No Pattern Detected,0.0,,,,
HEROMOTOCO_3061-3150,No Pattern Detected,0.0,,,,
HEROMOTOCO_3151-3240,No Pattern Detected,0.0,,,,
HEROMOTOCO_3241-3330,No Pattern Detected,0.0,,,,
HEROMOTOCO_3331-3420,Triple Bottom Reversal,0.14759595707856865,2013-06-14,1567.5,2013-06-24,1655.95
HEROMOTOCO_3421-3510,No Pattern Detected,0.0,,,,
HEROMOTOCO_3511-3600,Triple Bottom Reversal,0.1749002394093165,2014-02-14,1907.1,2014-03-03,2014.95
HEROMOTOCO_3601-3690,No Pattern Detected,0.0,,,,
HEROMOTOCO_3691-3780,Descending Triangle,0.7065857448805826,2014-12-01,2600.0,2015-02-27,3269.95
HEROMOTOCO_3781-3870,Triple Bottom Reversal,0.32362730830159664,2015-04-30,2251.3,2015-05-08,2399.8
HEROMOTOCO_3871-3960,No Pattern Detected,0.0,,,,
HEROMOTOCO_3961-4050,Triple Bottom Reversal,0.5110081061196479,2016-01-21,2431.1,2016-02-03,2610.0
HEROMOTOCO_4051-4140,Symmetrical Triangle,0.31325084728679453,2016-07-14,3153.35,2016-08-11,3556.0
HEROMOTOCO_4141-4230,Descending Triangle,0.3878565100758944,2016-09-06,2849.5,2016-12-23,3740.0
HEROMOTOCO_4231-4320,No Pattern Detected,0.0,,,,
HEROMOTOCO_4321-4410,No Pattern Detected,0.0,,,,
HEROMOTOCO_4411-4500,No Pattern Detected,0.0,,,,
HEROMOTOCO_4501-4590,No Pattern Detected,0.0,,,,
HEROMOTOCO_4591-4680,Descending Triangle,0.6237456560135306,2018-06-13,2692.0,2018-10-17,3710.35
HEROMOTOCO_4681-4770,Double Top,0.11483461578078275,2018-12-26,3073.3,2019-01-01,3212.0
HEROMOTOCO_4771-4860,Head and Shoulders,0.9,2019-05-24,2665.0,2019-06-06,2859.15
HEROMOTOCO_4861-4950,Double Top,0.80397446622421,2019-09-20,2532.85,2019-09-26,3022.9
HEROMOTOCO_4951-5040,Symmetrical Triangle,0.265391756294287,2019-11-27,1475.0,2020-04-03,2534.0
HEROMOTOCO_5041-5130,No Pattern Detected,0.0,,,,
HEROMOTOCO_5131-5220,Symmetrical Triangle,0.17540036998017874,2020-09-29,2787.0,2020-12-22,3394.9
AXISBANK_1-90,Ascending Triangle,0.6952205738442868,2000-02-04,26.05,2000-05-15,46.5
AXISBANK_91-180,No Pattern Detected,0.0,,,,
AXISBANK_181-270,Inverse Head and Shoulders,0.8212930958960841,2000-10-03,30.8,2000-10-31,39.0
AXISBANK_271-360,Triple Bottom Reversal,0.13543745766759693,2001-03-23,22.95,2001-04-02,28.9
AXISBANK_361-450,Descending Triangle,0.6515411786577429,2001-06-13,21.0,2001-10-17,38.4
AXISBANK_451-540,Triple Bottom Reversal,0.8150502501237514,2001-12-24,25.0,2002-01-02,27.2
AXISBANK_541-630,No Pattern Detected,0.0,,,,
AXISBANK_631-720,No Pattern Detected,0.0,,,,
AXISBANK_721-810,No Pattern Detected,0.0,,,,
AXISBANK_811-900,Ascending Triangle,0.7661989124714963,2003-07-14,68.1,2003-08-06,83.8
AXISBANK_901-990,Triple Bottom Reversal,0.7725323172492022,2003-09-16,63.25,2003-09-25,70.0
AXISBANK_991-1080,Triple Bottom Reversal,0.4738253266336401,2004-03-16,122.15,2004-03-24,138.6
AXISBANK_1081-1170,Head and Shoulders,0.9,2004-05-04,131.5,2004-05-13,158.0
AXISBANK_1171-1260,Ascending Triangle,0.563841366944415,2004-12-02,150.0,2005-01-05,209.4
AXISBANK_1261-1350,No Pattern Detected,0.0,,,,
AXISBANK_1351-1440,Triple Bottom Reversal,0.7943126439300702,2005-05-26,218.0,2005-06-06,242.0
AXISBANK_1441-1530,Triple Bottom Reversal,0.5157924279850691,2005-11-01,230.1,2005-11-10,243.5
AXISBANK_1531-1620,Double Top,0.7144066569036057,2006-05-03,355.0,2006-05-10,380.0
AXISBANK_1621-1710,Triple Bottom Reversal,0.7645015837368252,2006-07-13,249.5,2006-07-21,286.0
AXISBANK_1711-1800,No Pattern Detected,0.0,,,,
AXISBANK_1801-1890,Ascending Triangle,0.4363424686278912,2007-06-20,575.0,2007-07-13,659.8
AXISBANK_1891-1980,Symmetrical Triangle,0.5447652360416555,2007-10-16,709.4,2007-11-20,1025.0
AXISBANK_1981-2070,No Pattern Detected,0.0,,,,
AXISBANK_2071-2160,No Pattern Detected,0.0,,,,
AXISBANK_2161-2250,No Pattern Detected,0.0,,,,
AXISBANK_2251-2340,Triple Bottom Reversal,0.774762857082717,2009-03-09,278.25,2009-03-20,362.95
AXISBANK_2341-2430,No Pattern Detected,0.0,,,,
AXISBANK_2431-2520,No Pattern Detected,0.0,,,,
AXISBANK_2521-2610,Ascending Triangle,0.617274761019889,2010-04-26,1147.15,2010-06-17,1320.0
AXISBANK_2611-2700,No Pattern Detected,0.0,,,,
AXISBANK_2701-2790,No Pattern Detected,0.0,,,,
AXISBANK_2791-2880,Symmetrical Triangle,0.4016266366745552,2011-03-30,1175.0,2011-07-12,1460.45
AXISBANK_2881-2970,Head and Shoulders,0.9,2011-07-25,1180.9,2011-08-10,1367.55
AXISBANK_2971-3060,No Pattern Detected,0.0,,,,
AXISBANK_3061-3150,Symmetrical Triangle,0.546765630930268,2012-04-12,922.0,2012-08-08,1226.5
AXISBANK_3151-3240,Triple Bottom Reversal,0.5048418915429449,2012-09-05,927.25,2012-09-13,984.0
AXISBANK_3241-3330,No Pattern Detected,0.0,,,,
AXISBANK_3331-3420,Symmetrical Triangle,0.3175588166406746,2013-05-07,763.4,2013-09-10,1549.9
AXISBANK_3421-3510,No Pattern Detected,0.0,,,,
AXISBANK_3511-3600,Symmetrical Triangle,0.1705973730942366,2014-05-13,1630.35,2014-06-03,1928.8
AXISBANK_3601-3690,Symmetrical Triangle,0.18060114856791656,2014-06-06,369.05,2014-10-16,2043.05
AXISBANK_3691-3780,No Pattern Detected,0.0,,,,
AXISBANK_3781-3870,Double Bottom,0.6106047659205489,2015-05-07,523.3,2015-05-12,553.9
AXISBANK_3871-3960,Head and Shoulders,0.9,2015-07-29,554.85,2015-08-14,589.5
AXISBANK_3961-4050,Triple Bottom Reversal,0.6804584443391671,2016-02-11,373.3,2016-02-29,422.5
AXISBANK_4051-4140,Ascending Triangle,0.4959341104025839,2016-07-12,518.5,2016-08-11,576.8
AXISBANK_4141-4230,Head and Shoulders,0.9,2016-09-14,583.3,2016-09-21,612.4
AXISBANK_4231-4320,Ascending Triangle,0.21167360418592818,2017-02-23,481.0,2017-05-08,530.0
AXISBANK_4321-4410,No Pattern Detected,0.0,,,,
AXISBANK_4411-4500,Inverse Head and Shoulders,0.8999999999999998,2017-10-05,447.5,2017-10-30,534.65
AXISBANK_4501-4590,No Pattern Detected,0.0,,,,
AXISBANK_4591-4680,Head and Shoulders,0.9,2018-09-04,622.75,2018-09-14,677.95
AXISBANK_4681-4770,No Pattern Detected,0.0,,,,
AXISBANK_4771-4860,Ascending Triangle,0.32834280851862285,2019-05-27,756.55,2019-07-11,827.75
AXISBANK_4861-4950,Cup and Handle,0.1,2019-09-19,622.65,2019-11-26,762.0
AXISBANK_4951-5040,No Pattern Detected,0.0,,,,
AXISBANK_5041-5130,No Pattern Detected,0.0,,,,
AXISBANK_5131-5220,No Pattern Detected,0.0,,,,
DRREDDY_1-90,Double Top,0.31430362780240945,2000-03-31,1330.1,2000-04-10,1717.0
DRREDDY_91-180,No Pattern Detected,0.0,,,,
DRREDDY_181-270,No Pattern Detected,0.0,,,,
DRREDDY_271-360,Triple Bottom Reversal,0.8254486620463216,2001-04-25,1085.0,2001-05-04,1199.0
DRREDDY_361-450,Double Top,0.2952584066041699,2001-09-12,1676.0,2001-10-11,1939.0
DRREDDY_451-540,Triple Bottom Reversal,0.630712081897744,2001-12-19,880.6,2001-12-27,934.9
DRREDDY_541-630,Head and Shoulders,0.9,2002-03-22,1049.0,2002-04-11,1149.0
DRREDDY_631-720,Head and Shoulders,0.8712872695647383,2002-07-23,780.0,2002-09-02,910.0
DRREDDY_721-810,No Pattern Detected,0.0,,,,
DRREDDY_811-900,No Pattern Detected,0.0,,,,
DRREDDY_901-990,Ascending Triangle,0.17813671553882002,2003-11-04,1196.2,2003-12-11,1464.7
DRREDDY_991-1080,Descending Triangle,0.35131264674174134,2003-12-29,897.0,2004-04-22,1471.1
DRREDDY_1081-1170,No Pattern Detected,0.0,,,,
DRREDDY_1171-1260,Ascending Triangle,0.759216752866588,2004-12-16,812.0,2005-01-05,877.0
DRREDDY_1261-1350,Symmetrical Triangle,0.24736512245699963,2005-01-07,605.0,2005-05-17,832.9
DRREDDY_1351-1440,No Pattern Detected,0.0,,,,
DRREDDY_1441-1530,Triple Bottom Reversal,0.542013742639569,2005-10-24,781.05,2005-11-08,905.5
DRREDDY_1531-1620,No Pattern Detected,0.0,,,,
DRREDDY_1621-1710,Head and Shoulders,0.9,2006-08-09,1408.0,2006-08-24,1700.6
DRREDDY_1711-1800,Double Top,0.7362274775208776,2007-01-12,792.0,2007-01-18,824.8
DRREDDY_1801-1890,No Pattern Detected,0.0,,,,
DRREDDY_1891-1980,Descending Triangle,0.6838319286970245,2007-07-17,575.0,2007-11-20,693.0
DRREDDY_1981-2070,No Pattern Detected,0.0,,,,
DRREDDY_2071-2160,No Pattern Detected,0.0,,,,
DRREDDY_2161-2250,Triple Bottom Reversal,0.10060878571401193,2008-11-07,387.0,2008-11-21,433.4
DRREDDY_2251-2340,Symmetrical Triangle,0.6395160626109802,2009-04-27,533.65,2009-05-18,650.0
DRREDDY_2341-2430,Ascending Triangle,0.6186053019794376,2009-07-30,745.2,2009-09-22,878.7
DRREDDY_2431-2520,No Pattern Detected,0.0,,,,
DRREDDY_2521-2610,Ascending Triangle,0.7162789640777274,2010-05-20,1256.25,2010-06-17,1517.0
DRREDDY_2611-2700,Symmetrical Triangle,0.28888407533854243,2010-09-22,1431.0,2010-10-22,1645.0
DRREDDY_2701-2790,No Pattern Detected,0.0,,,,
DRREDDY_2791-2880,No Pattern Detected,0.0,,,,
DRREDDY_2881-2970,No Pattern Detected,0.0,,,,
DRREDDY_2971-3060,Ascending Triangle,0.7740253814551323,2012-01-19,1534.75,2012-04-02,1779.0
DRREDDY_3061-3150,No Pattern Detected,0.0,,,,
DRREDDY_3151-3240,Triple Bottom Reversal,0.5184259262753632,2012-09-03,1616.3,2012-09-27,1815.0
DRREDDY_3241-3330,Cup and Handle,0.47457395338711034,2013-03-22,1731.2,2013-05-03,2038.65
DRREDDY_3331-3420,No Pattern Detected,0.0,,,,
DRREDDY_3421-3510,Triple Bottom Reversal,0.5794867675455272,2013-09-20,2319.0,2013-10-04,2474.4
DRREDDY_3511-3600,Symmetrical Triangle,0.21832964528562793,2014-02-24,2246.5,2014-06-03,2939.4
DRREDDY_3601-3690,No Pattern Detected,0.0,,,,
DRREDDY_3691-3780,Ascending Triangle,0.6332822706678155,2014-11-10,3007.0,2015-02-27,3666.25
DRREDDY_3781-3870,No Pattern Detected,0.0,,,,
DRREDDY_3871-3960,Double Top,0.6324167731237336,2015-10-19,4080.1,2015-11-03,4386.6
DRREDDY_3961-4050,No Pattern Detected,0.0,,,,
DRREDDY_4051-4140,No Pattern Detected,0.0,,,,
DRREDDY_4141-4230,Double Top,0.6942966600612921,2016-11-09,2960.05,2016-11-15,3341.0
DRREDDY_4231-4320,No Pattern Detected,0.0,,,,
DRREDDY_4321-4410,No Pattern Detected,0.0,,,,
DRREDDY_4411-4500,Triple Bottom Reversal,0.5049105973645059,2017-11-29,2179.35,2017-12-08,2319.9
DRREDDY_4501-4590,Descending Triangle,0.4171447967530808,2018-01-24,1887.0,2018-06-06,2615.0
DRREDDY_4591-4680,No Pattern Detected,0.0,,,,
DRREDDY_4681-4770,No Pattern Detected,0.0,,,,
DRREDDY_4771-4860,No Pattern Detected,0.0,,,,
DRREDDY_4861-4950,Ascending Triangle,0.27795912526913796,2019-09-20,2576.25,2019-11-26,2975.0
DRREDDY_4951-5040,No Pattern Detected,0.0,,,,
DRREDDY_5041-5130,Ascending Triangle,0.30229967087917065,2020-06-09,3814.0,2020-08-14,4758.6
DRREDDY_5131-5220,Ascending Triangle,0.6440917905149006,2020-09-18,4656.3,2020-12-22,5512.65
BRITANNIA_1-90,No Pattern Detected,0.0,,,,
BRITANNIA_91-180,Symmetrical Triangle,0.6549342838655318,2000-07-31,625.0,2000-09-20,724.0
BRITANNIA_181-270,No Pattern Detected,0.0,,,,
BRITANNIA_271-360,Head and Shoulders,0.8999999999999998,2001-02-12,771.0,2001-02-19,823.0
BRITANNIA_361-450,No Pattern Detected,0.0,,,,
BRITANNIA_451-540,Descending Triangle,0.6185633126919939,2001-12-05,536.05,2002-02-27,635.0
BRITANNIA_541-630,Descending Triangle,0.625371215986667,2002-02-28,502.55,2002-07-08,597.5
BRITANNIA_631-720,Descending Triangle,0.4063685064271167,2002-09-05,506.0,2002-11-18,569.0
BRITANNIA_721-810,No Pattern Detected,0.0,,,,
BRITANNIA_811-900,Symmetrical Triangle,0.5566132705180713,2003-05-09,512.35,2003-08-06,589.0
BRITANNIA_901-990,No Pattern Detected,0.0,,,,
BRITANNIA_991-1080,No Pattern Detected,0.0,,,,
BRITANNIA_1081-1170,Triple Bottom Reversal,0.6873763537075906,2004-05-28,555.55,2004-06-07,596.95
BRITANNIA_1171-1260,Triple Bottom Reversal,0.766668757122996,2004-10-15,620.0,2004-10-25,649.0
BRITANNIA_1261-1350,No Pattern Detected,0.0,,,,
BRITANNIA_1351-1440,Ascending Triangle,0.7475687185954993,2005-09-02,1125.0,2005-09-22,1280.0
BRITANNIA_1441-1530,No Pattern Detected,0.0,,,,
BRITANNIA_1531-1620,Double Top,0.7823767234050827,2006-04-20,1660.0,2006-05-02,1849.9
BRITANNIA_1621-1710,Inverse Head and Shoulders,0.8680805760324112,2006-08-31,1025.0,2006-09-26,1209.9
BRITANNIA_1711-1800,Triple Bottom Reversal,0.5147173162070969,2006-12-29,1055.0,2007-01-09,1140.0
BRITANNIA_1801-1890,Triple Bottom Reversal,0.8016444969530057,2007-04-02,1201.15,2007-04-11,1257.0
BRITANNIA_1891-1980,Symmetrical Triangle,0.37702014646369314,2007-07-16,1333.55,2007-11-20,1800.0
BRITANNIA_1981-2070,Head and Shoulders,0.9,2008-01-03,1472.1,2008-01-18,1650.0
BRITANNIA_2071-2160,No Pattern Detected,0.0,,,,
BRITANNIA_2161-2250,Triple Bottom Reversal,0.5769254236885744,2008-11-20,1060.25,2008-12-01,1150.0
BRITANNIA_2251-2340,Triple Bottom Reversal,0.35960680790229504,2009-03-09,1220.0,2009-03-25,1368.9
BRITANNIA_2341-2430,Head and Shoulders,0.9,2009-07-29,1745.0,2009-08-05,1894.0
BRITANNIA_2431-2520,Descending Triangle,0.6434949575275634,2009-10-20,1545.0,2010-02-06,1786.5
BRITANNIA_2521-2610,Triple Bottom Reversal,0.7418726051999177,2010-03-12,1557.1,2010-03-29,1610.0
BRITANNIA_2611-2700,Descending Triangle,0.3020327223537005,2010-08-05,420.25,2010-10-25,2376.6
BRITANNIA_2701-2790,Head and Shoulders,0.3395150004258261,2010-11-05,390.0,2010-12-31,452.0
BRITANNIA_2791-2880,Ascending Triangle,0.6957101233649493,2011-06-14,430.25,2011-07-13,498.2
BRITANNIA_2881-2970,Cup and Handle,0.1,2011-10-18,439.1,2011-11-25,493.0
BRITANNIA_2971-3060,Triple Bottom Reversal,0.5283337036836966,2012-01-05,428.55,2012-01-16,455.35
BRITANNIA_3061-3150,Descending Triangle,0.7700874215711274,2012-04-09,380.0,2012-08-09,598.9
BRITANNIA_3151-3240,Symmetrical Triangle,0.3331601068127308,2012-09-04,444.9,2012-12-21,524.9
BRITANNIA_3241-3330,Triple Bottom Reversal,0.8438167191771007,2013-01-30,455.9,2013-02-28,519.0
BRITANNIA_3331-3420,No Pattern Detected,0.0,,,,
BRITANNIA_3421-3510,No Pattern Detected,0.0,,,,
BRITANNIA_3511-3600,No Pattern Detected,0.0,,,,
BRITANNIA_3601-3690,No Pattern Detected,0.0,,,,
BRITANNIA_3691-3780,Ascending Triangle,0.7654264699323403,2015-01-07,1846.25,2015-02-28,2117.0
BRITANNIA_3781-3870,Triple Bottom Reversal,0.5722738226687623,2015-03-23,2006.5,2015-04-27,2377.8
BRITANNIA_3871-3960,No Pattern Detected,0.0,,,,
BRITANNIA_3961-4050,No Pattern Detected,0.0,,,,
BRITANNIA_4051-4140,Triple Bottom Reversal,0.6314389930615253,2016-05-31,2560.3,2016-06-21,2822.3
BRITANNIA_4141-4230,No Pattern Detected,0.0,,,,
BRITANNIA_4231-4320,Ascending Triangle,0.7130010165399432,2017-04-10,3339.2,2017-05-09,3644.4
BRITANNIA_4321-4410,Triple Bottom Reversal,0.5960620105709807,2017-06-02,3523.0,2017-06-20,3714.0
BRITANNIA_4411-4500,No Pattern Detected,0.0,,,,
BRITANNIA_4501-4590,Triple Bottom Reversal,0.7645494618327563,2018-02-15,4695.9,2018-03-19,5065.8
BRITANNIA_4591-4680,No Pattern Detected,0.0,,,,
BRITANNIA_4681-4770,Double Top,0.37340362182501835,2018-11-22,5951.0,2018-11-27,6080.0
BRITANNIA_4771-4860,Descending Triangle,0.6020295758151608,2019-03-12,2615.85,2019-07-12,3178.8
BRITANNIA_4861-4950,No Pattern Detected,0.0,,,,
BRITANNIA_4951-5040,Head and Shoulders,0.9,2020-01-29,3080.0,2020-02-12,3318.0
